Илонка	21
Кирка	21
Мари	21
Марчо	21
Мита	21
Нешка	21
Нико	21
Радосвет	21
Сабина	21
Светломир	21
Севделина	21
Славян	21
Стоилко	21
Хаим	21
Христоско	21
Цако	21
Амалия	20
Будинка	20
Вълкана	20
Вълю	20
Гюра	20
Дачо	20
Деяна	20
Дянко	20
Ефрем	20
Кеворк	20
Косьо	20
Косю	20
Лида	20
Лушка	20
Рад	20
Сия	20
Спаса	20
Хари	20
Цончо	20
Алипи	19
Аника	19
Анто	19
Богомила	19
Божика	19
Бочо	19
Ванчо	19
Велимир	19
Вена	19
Вихрен	19
Върба	19
Георгица	19
Гюрга	19
Евтимия	19
Евтимка	19
Емануела	19
Жозефина	19
Ивелина	19
Маринела	19
Маринчо	19
Милослав	19
Мимоза	19
Нена	19
Рафаел	19
Руса	19
Санда	19
Свободка	19
Стамат	19
Станиш	19
Страти	19
Ташо	19
Троян	19
Цани	19
Цаню	19
Анита	18
Велю	18
Венелина	18
Вишна	18
Вълка	18
Герчо	18
Грозда	18
Диню	18
Добрена	18
Долорес	18
Душка	18
Исай	18
Йова	18
Йотка	18
Каменка	18
Керана	18
Маньо	18
Милкана	18
Наска	18
Невянка	18
Огняна	18
Пене	18
Поликсена	18
Румян	18
Саркис	18
Стамена	18
Стилияна	18
Тина	18
Трайка	18
Фроска	18
Цветомир	18
Ягода	18
Августина	17
Аргир	17
Богинка	17
Боню	17
Василий	17
Верчо	17
Виола	17
Вячеслав	17
Гергинка	17
Делян	17
Димана	17
Евангелина	17
Евда	17
Ерма	17
Злата	17
Ивелин	17
Инна	17
Карл	17
Красен	17
Красин	17
Левка	17
Лефтерка	17
Лозана	17
Мариола	17
Матилда	17
Нанка	17
Нано	17
Нарцис	17
Неделко	17
Радул	17
Ромео	17
Седефчо	17
Сета	17
Спасуна	17
Стания	17
Такухи	17
Хриска	17
Янинка	17
Афродита	16
Вилхелм	16
Владка	16
Дамяна	16
Дениза	16
Доля	16
Домника	16
Драгана	16
Елвира	16
Елмира	16
Еню	16
Къна	16
Левчо	16
Ленко	16
Македонка	16
Манаси	16
Мануела	16
Менка	16
Мишо	16
Настя	16
Нецо	16
Пролет	16
Радойчо	16
Раиса	16
Роса	16
Славей	16
Спасена	16
Стаменко	16
Таско	16
Тинко	16
Тоню	16
Трифонка	16
Ярослав	16
Антица	15
Братан	15
Венеция	15
Весел	15
Войн	15
Вълчан	15
Гълъбинка	15
Дария	15
Дечка	15
Дойно	15
Достена	15
Досю	15
Едмонд	15
Елиза	15
Зина	15
Ивона	15
Изабела	15
Илона	15
Искрен	15
Кристиан	15
Лиана	15
Лозка	15
Мариус	15
Миленка	15
Неделка	15
Панка	15
Пеко	15
Пепи	15
Перка	15
Пирин	15
Победа	15
Рая	15
Регина	15
Розета	15
Силвана	15
Силви	15
Спасийка	15
Сребра	15
Цвети	15
Цветка	15
Яблена	15
Адрияна	14
Амелия	14
Ангелинка	14
Бианка	14
Варвара	14
Владимира	14
Галин	14
Гарабед	14
Гето	14
Гечо	14
Горянка	14
Деляна	14
Доно	14
Дорка	14
Драгия	14
Елга	14
Желка	14
Зарка	14
Илийка	14
Кана	14
Кармен	14
Койна	14
Косена	14
Люлин	14
Марианна	14
Розина	14
Русчо	14
Саздо	14
Светлина	14
Свилена	14
Севастия	14
Северина	14
Славея	14
Спасия	14
Тано	14
Тотьо	14
Тянка	14
Федя	14
Цвете	14
Аглика	13
Алексанка	13
Алис	13
Банчо	13
Благо	13
Боби	13
Бориска	13
Бранко	13
Ванка	13
Веле	13
Галинка	13
Георгия	13
Горяна	13
Гроздана	13
Гроздена	13
Дела	13
Еньо	13
Занко	13
Зара	13
Ицко	13
Калиопа	13
Катрин	13
Китка	13
Лако	13
Латина	13
Лилко	13
Лилянка	13
Лозинка	13
Маргита	13
Миленко	13
Милош	13
Мица	13
Мичо	13
Монка	13
Наню	13
Наполеон	13
Пешка	13
Първанка	13
Серьожа	13
Спасунка	13
Стайка	13
Стефания	13
Тана	13
Таска	13
Темелко	13
Томи	13
Христос	13
Цаньо	13
Цецко	13
Августин	12
Аглая	12
Агна	12
Агнес	12
Андриана	12
Анри	12
Антоан	12
Анюта	12
Беатриче	12
Берта	12
Борян	12
Васила	12
Видка	12
Вилма	12
Възкресия	12
Върбинка	12
Гълъбин	12
Дарин	12
Деньо	12
Диан	12
Дилка	12
Дино	12
Еличка	12
Енка	12
Ефтимка	12
Замфир	12
Звезделина	12
Иля	12
Йота	12
Йотко	12
Йоцо	12
Камена	12
Каролина	12
Кочо	12
Латин	12
Личо	12
Любомила	12
Малена	12
Мариянка	12
Марушка	12
Милана	12
Миронка	12
Моско	12
Нацко	12
Нешко	12
Пейко	12
Пиринка	12
Преслав	12
Радан	12
Радина	12
Радинка	12
Радойко	12
Розалин	12
Розен	12
Ростислав	12
Румена	12
Русим	12
Савко	12
Сеферина	12
Станика	12
Станимира	12
Ташка	12
Филинка	12
Франц	12
Харутюн	12
Християн	12
Юлита	12
Ягодина	12
Янис	12
Аска	11
Богослов	11
Бона	11
Бранимира	11
Бригита	11
Велик	11
Влайка	11
Вълкан	11
Въльо	11
Гатю	11
Герман	11
Грозю	11
Груди	11
Даря	11
Деню	11
Десислав	11
Дилян	11
Дилянка	11
Диян	11
Дориана	11
Дочко	11
Еди	11
Едренка	11
Еринка	11
Ерменчо	11
